StoreNo,IDX,days,mean_daily_sales,median_daily_sales,positive_sales_days,zero_sales_days,positive_day_share,zero_day_share,rotation_group
R195,218474.0,525,2.64,2.0,363,162,0.6914285714285714,0.30857142857142855,high
R195,218579.0,568,2.1549295774647885,1.0,379,189,0.6672535211267606,0.33274647887323944,high
R195,218743.0,505,1.192079207920792,1.0,283,222,0.5603960396039604,0.4396039603960396,medium
R195,224139.0,538,1.1672862453531598,1.0,296,242,0.550185873605948,0.44981412639405205,low
R195,228322.0,511,0.87279843444227,0.0,230,281,0.4500978473581213,0.5499021526418787,low
R195,228323.0,500,1.01,1.0,251,249,0.502,0.498,low
R195,230392.0,528,0.7727272727272727,0.0,245,283,0.4640151515151515,0.5359848484848485,low
R195,230507.0,533,1.273921200750469,1.0,297,236,0.5572232645403377,0.4427767354596623,medium
R195,232456.0,541,1.7134935304990757,1.0,318,223,0.5878003696857671,0.4121996303142329,high
R195,232470.0,493,1.3367139959432048,1.0,261,232,0.5294117647058824,0.47058823529411764,medium
R195,232471.0,546,1.1556776556776556,0.0,270,276,0.4945054945054945,0.5054945054945055,low
R195,233141.0,530,1.7773584905660378,1.0,318,212,0.6,0.4,high
R195,235060.0,549,0.9672131147540983,1.0,286,263,0.5209471766848816,0.4790528233151184,low
R195,235066.0,507,1.495069033530572,1.0,323,184,0.6370808678500987,0.3629191321499014,medium
R195,235669.0,558,1.6881720430107527,1.0,347,211,0.6218637992831542,0.3781362007168459,high
R195,235939.0,554,2.990974729241877,2.0,410,144,0.740072202166065,0.259927797833935,high
R195,237487.0,543,1.0128913443830572,1.0,302,241,0.5561694290976059,0.4438305709023941,low
R195,240358.0,564,1.2216312056737588,0.0,279,285,0.4946808510638298,0.5053191489361702,medium
R195,241150.0,534,1.0262172284644195,1.0,278,256,0.5205992509363296,0.4794007490636704,low
R195,241831.0,515,1.7300970873786408,1.0,352,163,0.683495145631068,0.31650485436893205,high
R195,242152.0,527,1.4819734345351043,1.0,292,235,0.5540796963946869,0.4459203036053131,medium
R195,243624.0,548,0.8576642335766423,0.0,253,295,0.46167883211678834,0.5383211678832117,low
